ระดับ,ชั้น,ภาคเรียนที่,รหัสวิชา,ชื่อวิชา,Code(English),Titles(English),หน่วยกิต,ประเภทวิชา,กลุ่มสาระ
มัธยมปลาย,ม.4,1,A31901,แนะแนว,A31901,Counselling Activities,20,9,9
มัธยมปลาย,ม.4,2,A31902,แนะแนว,A31902,Counselling Activities,20,9,9
มัธยมปลาย,ม.4,1,A31903,การศึกษาค้นคว้า,A31903,Research Studies,10,9,9
มัธยมปลาย,ม.4,2,A31904,การศึกษาค้นคว้า,A31904,Research Studies,10,9,9
มัธยมปลาย,ม.4,1,A31905,กิจกรรมเพื่อสังคมและสาธารณะประโยชน์,A31905,Activities for Social and Public Interest,20,9,9
มัธยมปลาย,ม.4,2,A31906,กิจกรรมเพื่อสังคมและสาธารณะประโยชน์,A31906,Activities for Social and Public Interest,20,9,9
มัธยมปลาย,ม.4,1,A31911,ชุมนุมภาษาไทย,A31911,Thai Studies Club,20,9,9
มัธยมปลาย,ม.4,1,A31912,ชุมนุมคณิตศาสตร์,A31912,Mathematics Activity,20,9,9
มัธยมปลาย,ม.4,1,A31913,ชุมนุมวิทยาศาสตร์,A31913,Science Club,20,9,9
มัธยมปลาย,ม.4,1,A31914,ชุมนุมสังคมศึกษา,A31914,Social Studies Club,20,9,9
มัธยมปลาย,ม.4,1,A31915,ชุมนุมสุขศึกษาพลศึกษา,A31915,Health & Physical Education Club,20,9,9
มัธยมปลาย,ม.4,1,A31916,ชุมนุมศิลปศึกษา,A31916,Arts & Cultural Club,20,9,9
มัธยมปลาย,ม.4,1,A31917,ชุมนุมการงานอาชีพ,A31917,Career Education Club,20,9,9
มัธยมปลาย,ม.4,1,A31918,ชุมนุมภาษาต่างประเทศ,A31918,Foreign Languages Club,20,9,9
มัธยมปลาย,ม.4,1,A31919,ชุมนุมส่งเสริมวิชาการ,A31919,Academic Activity,20,9,9
มัธยมปลาย,ม.4,2,A31921,ชุมนุมภาษาไทย,A31921,Thai Studies Club,20,9,9
มัธยมปลาย,ม.4,2,A31922,ชุมนุมคณิตศาสตร์,A31922,Mathematics Activity,20,9,9
มัธยมปลาย,ม.4,2,A31923,ชุมนุมวิทยาศาสตร์,A31923,Science Club,20,9,9
มัธยมปลาย,ม.4,2,A31924,ชุมนุมสังคมศึกษา,A31924,Social Studies Club,20,9,9
มัธยมปลาย,ม.4,2,A31925,ชุมนุมสุขศึกษาพลศึกษา,A31925,Health & Physical Education Club,20,9,9
มัธยมปลาย,ม.4,2,A31926,ชุมนุมศิลปศึกษา,A31926,Arts & Cultural Club,20,9,9
มัธยมปลาย,ม.4,2,A31927,ชุมนุมการงานอาชีพ,A31927,Career Education Club,20,9,9
มัธยมปลาย,ม.4,2,A31928,ชุมนุมภาษาต่างประเทศ,A31928,Foreign Languages Club,20,9,9
มัธยมปลาย,ม.4,2,A31929,กิจกรรมชุมนุม,A31929,Assembly Activities,20,9,9
มัธยมปลาย,ม.5,1,A32901,แนะแนว,A32901,Counselling Activities,20,9,9
มัธยมปลาย,ม.5,2,A32902,แนะแนว,A32902,Counselling Activities,20,9,9
มัธยมปลาย,ม.5,1,A32903,การศึกษาค้นคว้า,A32903,Research studies,10,9,9
มัธยมปลาย,ม.5,2,A32904,การศึกษาค้นคว้า,A32904,Research studies,10,9,9
มัธยมปลาย,ม.5,1,A32905,กิจกรรมเพื่อสังคมและสาธารณะประโยชน์,A32905,Activities for Social and Public Interest,20,9,9
มัธยมปลาย,ม.5,2,A32906,กิจกรรมเพื่อสังคมและสาธารณะประโยชน์,A32906,Activities for Social and Public Interest,20,9,9
มัธยมปลาย,ม.5,1,A32911,ชุมนุมภาษาไทย,A32911,Thai Studies Club,20,9,9
มัธยมปลาย,ม.5,1,A32912,ชุมนุมคณิตศาสตร์,A32912,Mathematics Activity,20,9,9
มัธยมปลาย,ม.5,1,A32913,ชุมนุมวิทยาศาสตร์,A32913,Science Club,20,9,9
มัธยมปลาย,ม.5,1,A32914,ชุมนุมสังคมศึกษา,A32914,Social Studies Club,20,9,9
มัธยมปลาย,ม.5,1,A32915,ชุมนุมสุขศึกษาพลศึกษา,A32915,Health & Physical Education Club,20,9,9
มัธยมปลาย,ม.5,1,A32916,ชุมนุมศิลปศึกษา,A32916,Arts & Cultural Club,20,9,9
มัธยมปลาย,ม.5,1,A32917,ชุมนุมการงานอาชีพ,A32917,Career Education Club,20,9,9
มัธยมปลาย,ม.5,1,A32918,ชุมนุมภาษาต่างประเทศ,A32918,Foreign Languages Club,20,9,9
มัธยมปลาย,ม.5,1,A32919,ชุมนุมส่งเสริมวิชาการ,A32919,Academic Activity,20,9,9
มัธยมปลาย,ม.5,2,A32921,ชุมนุมภาษาไทย,A32921,Thai Studies Club,20,9,9
มัธยมปลาย,ม.5,2,A32922,ชุมนุมคณิตศาสตร์,A32922,Mathematics Activity,20,9,9
มัธยมปลาย,ม.5,2,A32923,ชุมนุมวิทยาศาสตร์,A32923,Science Club,20,9,9
มัธยมปลาย,ม.5,2,A32924,ชุมนุมสังคมศึกษา,A32924,Social Studies Club,20,9,9
มัธยมปลาย,ม.5,2,A32925,ชุมนุมสุขศึกษาพลศึกษา,A32925,Health & Physical Education Club,20,9,9
มัธยมปลาย,ม.5,2,A32926,ชุมนุมศิลปศึกษา,A32926,Arts & Cultural Club,20,9,9
มัธยมปลาย,ม.5,2,A32927,ชุมนุมการงานอาชีพ,A32927,Career Education Club,20,9,9
มัธยมปลาย,ม.5,2,A32928,ชุมนุมภาษาต่างประเทศ,A32928,Foreign Languages Club,20,9,9
มัธยมปลาย,ม.5,2,A32929,กิจกรรมชุมนุม,A32929,Assembly Activities,20,9,9
มัธยมปลาย,ม.6,1,A33901,แนะแนว,A33901,Counselling Activities,20,9,9
มัธยมปลาย,ม.6,2,A33902,แนะแนว,A33902,Counselling Activities,20,9,9
มัธยมปลาย,ม.6,1,A33903,การศึกษาค้นคว้า,A33903,Research Studies,20,9,9
มัธยมปลาย,ม.6,2,A33904,การศึกษาค้นคว้า,A33904,Research studies,20,9,9
มัธยมปลาย,ม.6,1,A33905,กิจกรรมเพื่อสังคมและสาธารณะประโยชน์,A33905,Activities for Social and Public Interest,20,9,9
มัธยมปลาย,ม.6,2,A33906,กิจกรรมเพื่อสังคมและสาธารณะประโยชน์,A33906,Activities for Social and Public Interest,20,9,9
มัธยมปลาย,ม.6,1,A33911,ชุมนุมภาษาไทย,A33911,Thai Studies Club,20,9,9
มัธยมปลาย,ม.6,1,A33912,ชุมนุมคณิตศาสตร์,A33912,Mathematics Activity,20,9,9
มัธยมปลาย,ม.6,1,A33913,ชุมนุมวิทยาศาสตร์,A33913,Science Club,20,9,9
มัธยมปลาย,ม.6,1,A33914,ชุมนุมสังคมศึกษา,A33914,Social Studies Club,20,9,9
มัธยมปลาย,ม.6,1,A33915,ชุมนุมสุขศึกษาพลศึกษา,A33915,Health & Physical Education Club,20,9,9
มัธยมปลาย,ม.6,1,A33916,ชุมนุมศิลปศึกษา,A33916,Arts & Cultural Club,20,9,9
มัธยมปลาย,ม.6,1,A33917,ชุมนุมการงานอาชีพ,A33917,Career Education Club,20,9,9
มัธยมปลาย,ม.6,1,A33918,ชุมนุมภาษาต่างประเทศ,A33918,Foreign Languages Club,20,9,9
มัธยมปลาย,ม.6,1,A33919,ชุมนุมส่งเสริมวิชาการ,A33919,Academic Activity,20,9,9
มัธยมปลาย,ม.6,2,A33921,ชุมนุมภาษาไทย,A33921,Thai Studies Club,20,9,9
มัธยมปลาย,ม.6,2,A33922,ชุมนุมคณิตศาสตร์,A33922,Mathematics Activity,20,9,9
มัธยมปลาย,ม.6,2,A33923,ชุมนุมวิทยาศาสตร์,A33923,Science Club,20,9,9
มัธยมปลาย,ม.6,2,A33924,ชุมนุมสังคมศึกษา,A33924,Social Studies Club,20,9,9
มัธยมปลาย,ม.6,2,A33925,ชุมนุมสุขศึกษาพลศึกษา,A33925,Health & Physical Education Club,20,9,9
มัธยมปลาย,ม.6,2,A33926,ชุมนุมศิลปศึกษา,A33926,Arts & Cultural Club,20,9,9
มัธยมปลาย,ม.6,2,A33927,ชุมนุมการงานอาชีพ,A33927,Career Education Club,20,9,9
มัธยมปลาย,ม.6,2,A33928,ชุมนุมภาษาต่างประเทศ,A33928,Foreign Languages Club,20,9,9
มัธยมปลาย,ม.6,2,A33929,กิจกรรมชุมนุม,A33929,Assembly Activities,20,9,9
มัธยมปลาย,ม.ปลาย,1,I30201,การศึกษาค้นคว้า สร้างองค์ความรู้,I30201,Research and Knowledge Formation,1,2,I
มัธยมปลาย,ม.ปลาย,2,I30202,การสื่อสารและการนำเสนอ,I30202,Communnicaion and Presentation,1,2,I
มัธยมปลาย,ม.ปลาย,2,I30903,การนำองค์ความรู้ไปใช้บริการสังคม,I30903,Social Service Activity,20,9,9
มัธยมปลาย,ม.4,1,ก31201,ภาษาเกาหลี 1,KO31201,Korean 1,2.5,2,8
มัธยมปลาย,ม.4,2,ก31202,ภาษาเกาหลี 2,KO31202,Korean 2,2.5,2,8
มัธยมปลาย,ม.4,1,ก31203,ภาษาเกาหลีเพื่ออุตสาหกรรมการท่องเที่ยว 1,KO31203,Korean for Tourism Industry 1,1,2,8
มัธยมปลาย,ม.4,2,ก31204,ภาษาเกาหลีเพื่ออุตสาหกรรมการท่องเที่ยว 2,KO31204,Korean for Tourism Industry 2,1,2,8
มัธยมปลาย,ม.4,1,ก31205,ความถนัดภาษาเกาหลี 1,KO31205,Proficiency in Korean 1,1,2,8
มัธยมปลาย,ม.4,2,ก31206,ความถนัดภาษาเกาหลี 2,KO31206,Proficiency in Korean 2,1,2,8
มัธยมปลาย,ม.5,1,ก32201,ภาษาเกาหลี 3,KO32201,Korean 3,2.5,2,8
มัธยมปลาย,ม.5,1,ก32203,ภาษาเกาหลีอ่าน - เขียน 1,KO32203,Korean reading-writing 1,1,2,8
มัธยมปลาย,ม.ปลาย,1,ก32205,ภาษาเกาหลีเพื่อการสื่อสาร 1,KO32205,Korean Language for Communication 1,1,3,8
มัธยมปลาย,ม.5,1,ก32207,ความถนัดภาษาเกาหลี 3,KO32207,Korean language aptitude 3,1,2,8
มัธยมปลาย,ม.5,2,ก32208,ความถนัดภาษาเกาหลี 4,KO32208,Korean language aptitude 4,1,2,8
มัธยมปลาย,ม.6,1,ก33201,ภาษาเกาหลี 5,KO33201,Korean 5,2.5,2,8
มัธยมปลาย,ม.6,0,ก33281,ภาษาเกาหลีเพื่อการสื่อสาร,KO33281,Korean for Communication,1,3,8
มัธยมปลาย,ม.ปลาย,0,ค30201,คณิตศาสตร์เพิ่มเติม (ตรีโกณมิติ),MA31201,Trigonometry,2,2,2
มัธยมปลาย,ม.ปลาย,0,ค30202,คณิตศาสตร์เพิ่มเติม (เรขาคณิต),MA30202,Geometry,1.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30203,คณิตศาสตร์เพิ่มเติม (เรขาคณิตสามมิติ),MA30203,Solid Geometry,1.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30204,คณิตศาสตร์เพิ่มเติม (เรขาคณิตวิเคราะห์),MA30204,Analytic Geometry,1.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30205,คณิตศาสตร์เพิ่มเติม (พีชคณิตขั้นกลาง),MA30205,Intermediate Algebra,1.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30206,คณิตศาสตร์เพิ่มเติม (พีชคณิตขั้นสูง),MA30206,Advanced Algebra,2,2,2
มัธยมปลาย,ม.ปลาย,0,ค30207,สถิติและความน่าจะเป็น,MA30207,Probability and Statistics,2,2,2
มัธยมปลาย,ม.ปลาย,0,ค30208,สถิติ (การวิเคราะห์ข้อมูลขั้นสูง),MA30208,Statistics (Advanced Data Analysis),1,2,2
มัธยมปลาย,ม.ปลาย,0,ค30209,ตรรกศาสตร์,MA30209,Logic,1,2,2
มัธยมปลาย,ม.ปลาย,0,ค30210,แคลคูลัสเบื้องต้น,MA30210,Pre-Calculus,1.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30211,แคลคูลัส 1,MA30211,Calculus 1,1.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30212,แคลคูลัส 2,MA30212,Calculus 2,1.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30213,แบบจำลองทางคณิตศาสตร์เบื้องต้น,MA30213,Introduction Mathematical Model,0.5,2,2
มัธยมปลาย,ม.ปลาย,0,ค30214,แบบจำลองทางคณิตศาสตร์ 2,MA30214,,0.5,2,2
มัธยมปลาย,ม.ปลาย,2,ค30228,ความถนัดทางคณิตศาสตร์ 2,MA30228,Math aptitude 2,1.5,3,2
มัธยมปลาย,ม.ปลาย,1,ค30251,ทักษะกระบวนการคณิตศาสตร์ 1,MA30251,Math Process Skills 1,1,2,2
มัธยมปลาย,ม.ปลาย,2,ค30252,คณิตศาสตร์เพิ่มเติม,TH30252,Additional Mathematics,2,2,2
มัธยมปลาย,ม.ปลาย,1,ค30253,ทักษะกระบวนการคณิตศาสตร์ 3,MA30253,Math Process Skills 3,1,2,2
มัธยมปลาย,ม.ปลาย,2,ค30256,Mathematics for Admission,,,1,2,2
มัธยมปลาย,ม.ปลาย,1,ค30281,คณิตศาสตร์เพิ่มพูนประสบการณ์ 1,MA30281,Mathematics Enhances Experience 1,0.5,2,2
มัธยมปลาย,ม.4,2,ค30282,คณิตศาสตร์เพิ่มพูนประสบการณ์ 2,MA30282,Mathematics Enhances Experience 2,0.5,2,2
มัธยมปลาย,ม.5,1,ค30283,คณิตศาสตร์เพิ่มพูนประสบการณ์,MA30283,Mathematics enhances experience,0.5,2,2
มัธยมปลาย,ม.ปลาย,1,ค30291,คณิตศาสตร์ พสวท,MA30291,DPST Mathematics,0.5,2,2
มัธยมปลาย,ม.ปลาย,2,ค30292,คณิตศาสตร์ พสวท,MA30292,DPST Mathematics,0.5,2,2
มัธยมปลาย,ม.ปลาย,1,ค30293,คณิตศาสตร์ พสวท.,MA30293,Mathematics DPST.,0.5,2,2
มัธยมปลาย,ม.ปลาย,2,ค30294,คณิตศาสตร์ พสวท,MA30294,Mathematics DPST,0.5,2,2
มัธยมปลาย,ม.4,1,ค31101,คณิตศาสตร์พื้นฐาน 1,MA31101,Mathematics 1,1,1,2
มัธยมปลาย,ม.4,2,ค31102,คณิตศาสตร์พื้นฐาน 2,MA31102,Mathematics 2,1,1,2
มัธยมปลาย,ม.4,1,ค31111,คณิตศาสตร์ 1,MA31111,Mathematics 1,1,1,2
มัธยมปลาย,ม.4,2,ค31112,คณิตศาสตร์ 2,MA31112,Mathematics 2,1,1,2
มัธยมปลาย,ม.4,1,ค31201,คณิตศาสตร์เพิ่มเติม 1,MA31201,Additional Mathematics 1,2,2,2
มัธยมปลาย,ม.4,2,ค31202,คณิตศาสตร์เพิ่มเติม 2,MA31202,Additional Mathematics 2,2,2,2
มัธยมปลาย,ม.4,0,ค31203,คณิตศาสตร์สำหรับห้องเรียนพิเศษ 1,MA31203,Mathematics for Enrichment Program 1,2,2,2
มัธยมปลาย,ม.4,0,ค31204,พีชคณิต 2,MA31204,Algebra 2,2,2,2
มัธยมปลาย,ม.4,1,ค31221,ฝึกทักษะคณิตศาสตร์ 1,MA31221,Math Skills Practice 1,0.5,2,2
มัธยมปลาย,ม.4,2,ค31222,ฝึกทักษะคณิตศาสตร์ 2,MA31222,Math Skills Practice 2,0.5,2,2
มัธยมปลาย,ม.4,1,ค31223,สนุกคิดคณิตศาสตร์,MA31223,Math for Fun,1,3,2
มัธยมปลาย,ม.4,2,ค31242,พีชคณิต,MA31242,Algebra,2,2,2
มัธยมปลาย,ม.4,0,ค31297,คณิตศาสตร์เพิ่มเติม (คณิตศาสตร์ธุรกิจ),MA31207,Business mathematics,1.5,2,2
มัธยมปลาย,ม.5,1,ค32101,คณิตศาสตร์พื้นฐาน 3,MA32101,Mathematics 3,1,1,2
มัธยมปลาย,ม.5,2,ค32102,คณิตศาสตร์พื้นฐาน 4,MA32102,Mathematics 4,1,1,2
มัธยมปลาย,ม.5,1,ค32111,คณิตศาสตร์ 3,MA32111,Mathematics 3,1,1,2
มัธยมปลาย,ม.5,2,ค32112,คณิตศาสตร์ 4,MA32112,Mathematics 4,1,1,2
มัธยมปลาย,ม.5,1,ค32201,คณิตศาสตร์เพิ่มเติม 3,MA32201,Additional Mathematics 3,2,2,2
มัธยมปลาย,ม.5,2,ค32202,คณิตศาสตร์เพิ่มเติม 4,MA32202,Additional Mathematics 4,2,2,2
มัธยมปลาย,ม.5,1,ค32203,เรขาคณิต,MA32203,Geometry,2,2,2
มัธยมปลาย,ม.5,0,ค32204,พีชคณิต 3,MA32204,Algebra 3,2,2,2
มัธยมปลาย,ม.5,1,ค32211,คณิตศาสตร์เพิ่มเติม 3,MA32211,Advanced Mathematics 3,1.5,2,2
มัธยมปลาย,ม.5,2,ค32212,คณิตศาสตร์เพิ่มเติม 4,MA32212,Advanced Mathematics 4,1.5,2,2
มัธยมปลาย,ม.5,1,ค32221,ฝึกทักษะคณิตศาสตร์ 3,MA32221,Math Skills Practice 3,0.5,2,2
มัธยมปลาย,ม.5,2,ค32222,ฝึกทักษะคณิตศาสตร์ 4,MA32222,Math Skills Practice 4,0.5,2,2
มัธยมปลาย,ม.5,1,ค32227,ความถนัดทางคณิตศาสตร์3,MA32227,Math aptitude 3,1.5,2,2
มัธยมปลาย,ม.5,2,ค32228,ความถนัดทางคณิตศาสตร์ 4,MA32228,Math aptitude 4,1.5,2,2
มัธยมปลาย,ม.6,1,ค33101,คณิตศาสตร์พื้นฐาน 5,MA33101,Mathematics 5,1,1,2
มัธยมปลาย,ม.6,2,ค33102,คณิตศาสตร์พื้นฐาน 6,MA33102,Mathematics 6,1,1,2
มัธยมปลาย,ม.6,1,ค33111,คณิตศาสตร์ 5,MA33111,Mathematics 5,1,1,2
มัธยมปลาย,ม.6,2,ค33112,คณิตศาสตร์ 6,MA33112,Mathematics 6,1,1,2
มัธยมปลาย,ม.6,1,ค33201,คณิตศาสตร์เพิ่มเติม 5,MA33201,Additional Mathematics 5,2,2,2
มัธยมปลาย,ม.6,2,ค33202,คณิตศาสตร์เพิ่มเติม 6,MA33202,Additional Mathematics 6,2,2,2
มัธยมปลาย,ม.6,1,ค33203,แคลคูลัส 1,MA33203,Calculus 1,2,2,2
มัธยมปลาย,ม.6,2,ค33204,ความน่าจะเป็นและการประยุกต์,MA33204,Probability and its Application,2,2,2
มัธยมปลาย,ม.6,1,ค33205,คณิตศาสตร์สำหรับวิศวกรรม 1,MA33205,Engineering Mathematics 1,0.5,2,2
มัธยมปลาย,ม.6,2,ค33206,คณิตศาสตร์สำหรับวิศวกรรม 2,MA33206,Engineering Mathematics 2,0.5,2,2
มัธยมปลาย,ม.6,1,ค33207,คณิตศาสตร์สำหรับวิทยาศาสตร์สุขภาพ,MA33207,Mathematics for Health Sciences,0.5,2,2
มัธยมปลาย,ม.6,2,ค33212,คณิตศาสตร์เพิ่มเติม 6,MA33212,Advanced Mathematics 6,1,2,2
มัธยมปลาย,ม.6,1,ค33221,ฝึกทักษะคณิตศาสตร์ 5,MA33221,Math Skills Practice 5,0.5,2,2
มัธยมปลาย,ม.6,2,ค33222,ฝึกทักษะคณิตศาสตร์ 6,MA33222,Proofs in Mathematics,0.5,2,2
มัธยมปลาย,ม.6,2,ค33223,โครงงานคณิตศาสตร์,MA33223,Mathematical Projects,1,3,2
มัธยมปลาย,ม.6,1,ค33224,สถิติและการวิจัยเบื้องต้น,MA33224,Introduction to Statistics and Research,1,3,2
มัธยมปลาย,ม.6,2,ค33225,การพิสูจน์ทางคณิตศาสตร์,MA33225,Proofs in Mathematics,1,3,2
มัธยมปลาย,ม.ปลาย,1,ค33227,ความถนัดทางคณิตศาสตร์ 1,MA33227,Math aptitude 1,1,3,2
มัธยมปลาย,ม.ปลาย,0,ง30201,การบริหารจัดการยุคใหม่,OC30201,new era management,0.5,3,7
มัธยมปลาย,ม.5,0,ง30202,สารสนเทศกับการเรียนรู้ตลอดชีวิต,OC30202,Information and lifelong learning,0.5,2,7
มัธยมปลาย,ม.5,0,ง30203,วาทศิลป์ธุรกิจ,OC30203,Business Speech,0.5,2,7
มัธยมปลาย,ม.ปลาย,2,ง30204,เทคโนโลยีเพื่อชีวิต,OC30204,Technology in Everyday Life,0.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30205,สุนทรียภาพกับการตลาด,OT30205,,0.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30206,การบริหารจัดการธุรกิจในยุคโลกาภิวัฒน์,OC30206,Management in an Aged of Globalization,1,3,7
มัธยมปลาย,ม.6,1,ง30207,การตลาดเบื้องต้น,,,0.5,3,7
มัธยมปลาย,ม.6,2,ง30208,การบริหารจัดการธุรกิจเบื้องต้น,OC30208,Basic Business Management,0.5,3,7
มัธยมปลาย,ม.ปลาย,1,ง30209,เทคนิคปฏิบัติการพื้นฐานทางวิศวกรรม,OC30209,General Engineering Fundamental Laboratory,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30211,การเขียนโปรแกรมคอมพิวเตอร์ 1,OC30211,Computer Programming 1,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30212,การเขียนโปรแกรมคอมพิวเตอร์ 1,OC30212,Computer Programming 2,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30213,การพัฒนาโปรแกรมบนอุปกรณ์เคลื่อนที่,OC30213,Mobile Application Development,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30214,การออกแบบโปรแกรมประยุกต์,OC30214,Modeling and Design Application,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30221,เขียนแบบเบื้องต้น,OC30221,Introduction to Drafting Design,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30222,คอมพิวเตอร์ช่วยออกแบบ,OC30222,Computer Aided Design,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30223,พื้นฐานการวิจัยและพัฒนาทางวิศวกรรรม,OC30223,Elementary Engineering Research and Development,1,2,7
มัธยมปลาย,ม.ปลาย,0,ง30231,คณิตศาสตร์ธุรกิจ,OC30231,Business Mathematic,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30232,องค์การและการจัดการ,OC30232,Organization and Management,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30233,การบัญชีบริหารพื้นฐาน 1,OC30233,Fundamentals of Accountancy 1,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30234,การบัญชีบริหารพื้นฐาน 2,OC30234,Fundamentals of Accountancy 2,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30235,หลักการตลาด,OC30235,Principles of Marketing,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30236,การเงินธุรกิจ,OC30236,Business Finance,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30237,เศรษฐศาสตร์ประยุกต์,OC30237,Applied Economics,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30238,การเป็นผู้ประกอบการ,OC30238,Entrepreneurship,1.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30239,จริยธรรมธุรกิจและความรับผิดชอบต่อสังคม,OC30239,Business Ethics and Social Responsibility,1.5,2,7
มัธยมปลาย,ม.ปลาย,1,ง30240,การค้าปลีกและการพาณิชย์อิเล็กทรอนิกส์,OC30240,Electronic Commerce & Retailling,1,3,7
มัธยมปลาย,ม.ปลาย,2,ง30241,การตลาดดิจิทัล,OC30241,Digital Marketing,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30244,ซ่อมบำรุงคอมพิวเตอร์,OT30244,Computer Maintenance,1,3,7
มัธยมปลาย,ม.4,0,ง30245,เทคโนโลยีมัลติมีเดีย,OT30245,Technology Multimedia,1,3,7
มัธยมปลาย,ม.5,0,ง30246,การผลิตสื่ออิเล็คทรอนิกส์,OT30246,Production Of Electronic Media,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30247,การออกแบบและผลิตสื่อสิ่งพิมพ์,OT30247,Design and Media Printed Production,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30248,การผลิตงานแอนิเมชั่น,OT30248,Animation Production,1,3,7
มัธยมปลาย,ม.5,0,ง30249,การผลิตหนังสั้น,OT30249,Short Movie Production,1,3,7
มัธยมปลาย,ม.6,0,ง30250,ระบบปฏิบัติการ,OT30250,Operating System,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30251,การเขียนโปรแกรมคอมพิวเตอร์,OT30251,Computer Programming,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30252,การสร้างงานกราฟิกด้วยคอมพิวเตอร์,OT30252,Creating Computer Graphics,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30253,การใช้แอพพลิเคชั่นเพื่อการรับรู้สารสนเทศ,OT30253,,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30254,การจัดทำเอกสารและนำเสนอ,OT30254,,1,3,7
มัธยมปลาย,ม.6,0,ง30261,งานเชื่อมประสาน,OT30261,Fusion Welding,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30262,งานเขียนแบบเทคนิค,OT30262,Technical Drawing,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30263,งานวงจรไฟฟ้าอิเล็กทรอนิกส์,OT30263,Electric Circuit,1,2,7
มัธยมปลาย,ม.5,0,ง30264,งานเขียนแบบก่อสร้าง,OT30264,Constructing Blueprint,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30265,การถ่ายภาพเบื้องต้น,OT30265,Introduction to Photography,1,3,7
มัธยมปลาย,ม.6,0,ง30279,การผลิตหนังสั้น,OT30279,Short Movie Production,1,3,7
มัธยมปลาย,ม.ปลาย,1,ง30281,สถาบันการเงิน 1,OT30281,Financial Institution 1,1,2,7
มัธยมปลาย,ม.ปลาย,2,ง30282,สถาบันการเงิน 2,OC30282,Financial Institution 2,1,2,7
มัธยมปลาย,ม.ปลาย,2,ง30283,การประกันภัย,OT30283,Insurance,0.5,2,7
มัธยมปลาย,ม.ปลาย,0,ง30284,ขนมอบ,OT30284,Bakery,1,3,7
มัธยมปลาย,ม.5,0,ง30285,งานฝึกฝีมือโลหะ,OT30285,Metalworking Training,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30286,ช่างซ่อมบำรุงเครื่องใช้ไฟฟ้า,OT30286,Electrical Service,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30288,เทคนิคการถ่ายภาพ,OT30288,,1,3,7
มัธยมปลาย,ม.ปลาย,0,ง30290,ผ้าบาติก,OC30290,,1,2,7
มัธยมปลาย,ม.4,0,ง31101,การงานอาชีพ 1,OT31101,Occupation 1,0.5,1,7
มัธยมปลาย,ม.4,0,ง31102,การงานอาชีพ 2,OC31102,Occupation 2,0.5,1,7
มัธยมปลาย,ม.4,1,ง31103,เทคโนโลยี,OT31103,Technology,1,1,7
มัธยมปลาย,ม.4,1,ง31111,คอมพิวเตอร์และเทคโนโลยี,OT31111,Computer and Technology,1,1,7
มัธยมปลาย,ม.4,1,ง31119,เทคโนโลยี,OT31119,Technology,1,1,7
มัธยมปลาย,ม.4,2,ง31201,คอมพิวเตอร์กราฟฟิก,OT31201,Computer graphics,1,2,7
มัธยมปลาย,ม.4,2,ง31203,คอมพิวเตอร์และขั้นตอนวิธี,OT31203,Computer and algorithm,1,2,7
มัธยมปลาย,ม.4,0,ง31204,การเขียนโปรแกรม 1,OT31204,Programming 1,1,2,7
มัธยมปลาย,ม.4,2,ง31219,คอมพิวเตอร์และขั้นตอนวิธี,OT31219,Computer and algorithm,1,2,7
มัธยมปลาย,ม.4,2,ง31242,องค์การและการจัดการ,,,1.5,2,7
มัธยมปลาย,ม.4,2,ง31281,คณิตศาสตร์สำหรับธุรกิจ,,,1.5,2,7
